Date,Open,Close,Volume,Ticker
2024-01-02,185.78943757371047,184.29042053222656,82488700,AAPL
2024-01-03,182.88074176951616,182.9105224609375,58414500,AAPL
2024-01-04,180.82578520690032,180.58753967285156,71983600,AAPL
2024-01-05,180.66696287937032,179.8628387451172,62303300,AAPL
2024-01-08,180.76623878240164,184.2110137939453,59144500,AAPL
2024-01-09,182.58293533514995,183.7940673828125,42841800,AAPL
2024-01-10,183.00980597306068,184.83642578125,46792900,AAPL
2024-01-11,185.1838742981323,184.24078369140625,49128400,AAPL
2024-01-12,184.70737150933715,184.56838989257812,40444700,AAPL
2024-01-16,180.83571426310817,182.29502868652344,65603000,AAPL
2024-01-17,179.95220591318565,181.35194396972656,47317400,AAPL
2024-01-18,184.73713933247967,187.25868225097656,78005800,AAPL
2024-01-19,187.9535897974558,190.16737365722656,68741000,AAPL
2024-01-22,190.9020161446229,192.48045349121094,60133900,AAPL
2024-01-23,193.60223731108647,193.7610626220703,42355600,AAPL
2024-01-24,193.9993237123997,193.0860137939453,53631300,AAPL
2024-01-25,193.80079260051858,192.7584228515625,54822100,AAPL
2024-01-26,192.85769025735726,191.02113342285156,44594000,AAPL
2024-01-29,190.614099077556,190.3361358642578,47145600,AAPL
2024-01-30,189.5518847070131,186.67295837402344,55859400,AAPL
2024-01-31,185.68022448739953,183.05941772460938,55467800,AAPL
2024-02-01,182.6524106894615,185.5015411376953,64885400,AAPL
2024-02-02,178.55244241438749,184.4989013671875,102518000,AAPL
2024-02-05,186.78216664518396,186.31558227539062,69668800,AAPL
2024-02-06,185.50154897397763,187.92381286621094,43490800,AAPL
2024-02-07,189.2540738540102,188.03302001953125,53439000,AAPL
2024-02-08,188.0131563419714,186.95094299316406,40962000,AAPL
2024-02-09,187.5174970927484,187.71630859375,45155200,AAPL
2024-02-12,187.28888476363343,186.02650451660156,41781900,AAPL
2024-02-13,184.6547973151463,183.92916870117188,56529500,AAPL
2024-02-14,184.20749952407863,183.0445098876953,54630500,AAPL
2024-02-15,182.4481195157763,182.75625610351562,65434500,AAPL
2024-02-16,182.31889800876044,181.21556091308594,49701400,AAPL
2024-02-20,180.69869255835386,180.47007751464844,53665600,AAPL
2024-02-21,180.8478012209779,181.22552490234375,41529700,AAPL
2024-02-22,182.37854224114136,183.26319885253906,52292200,AAPL
2024-02-23,183.89935895257477,181.42431640625,45119700,AAPL
2024-02-26,181.14598235368476,180.0724639892578,40867400,AAPL
2024-02-27,180.01283169575817,181.5336456298828,54318900,AAPL
2024-02-28,181.4143703487687,180.33091735839844,48953900,AAPL
2024-02-29,180.1818301671186,179.66494750976562,136682600,AAPL
2024-03-01,178.47212642137438,178.5814666748047,73488000,AAPL
2024-03-04,175.09254322615726,174.04885864257812,81510100,AAPL
2024-03-05,169.73489700267342,169.09873962402344,95132400,AAPL
2024-03-06,170.03309257401145,168.104736328125,68587700,AAPL
2024-03-07,168.13456709874717,167.9854736328125,71765100,AAPL
2024-03-08,167.98548292374957,169.70509338378906,76114600,AAPL
2024-03-11,171.90181348381185,171.71295166015625,60139500,AAPL
2024-03-12,172.1105571632911,172.19007873535156,59825400,AAPL
2024-03-13,171.7328305288075,170.10267639160156,52488700,AAPL
2024-03-14,171.87200022180366,171.96145629882812,72913500,AAPL
2024-03-15,170.14243263043366,171.58372497558594,121664700,AAPL
2024-03-18,174.51603957790343,172.67713928222656,75604200,AAPL
2024-03-19,173.29341963294198,175.02297973632812,55215200,AAPL
2024-03-20,174.66512448913912,177.597412109375,53423100,AAPL
2024-03-21,175.98715795881162,170.34124755859375,106181300,AAPL
2024-03-22,170.7289059277682,171.24578857421875,71106600,AAPL
2024-03-25,169.54603819383198,169.82435607910156,54288300,AAPL
2024-03-26,168.97946029150032,168.6912078857422,57388400,AAPL
2024-03-27,169.3870074763491,172.26959228515625,60273300,AAPL
2024-03-28,170.71896018041463,170.45057678222656,65672700,AAPL
2024-04-01,170.16233265286536,169.00929260253906,46240500,AAPL
2024-04-02,168.06498070773253,167.826416015625,49329500,AAPL
2024-04-03,167.7767233727702,168.63156127929688,47691700,AAPL
2024-04-04,169.2677258236611,167.8065643310547,53704400,AAPL
2024-04-05,168.57191570910442,168.56198120117188,42055200,AAPL
2024-04-08,168.01530178433154,167.43878173828125,37425500,AAPL
2024-04-09,167.68729566804038,168.65147399902344,42451200,AAPL
2024-04-10,167.78667770328389,166.77279663085938,49709300,AAPL
2024-04-11,167.3294357885208,173.9892120361328,91070300,AAPL
2024-04-12,173.21388159504414,175.49014282226562,101593300,AAPL
2024-04-15,174.30729011068368,171.6533203125,73531800,AAPL
2024-04-16,170.71894188345593,168.36317443847656,73711200,AAPL
2024-04-17,168.59182127268286,166.99148559570312,50901200,AAPL
2024-04-18,167.02129381245496,166.0372314453125,43122900,AAPL
2024-04-19,165.21221853676252,164.0094757080078,67772100,AAPL
2024-04-22,164.52636553527142,164.8444366455078,48116400,AAPL
2024-04-23,164.3573882766078,165.8980712890625,49537800,AAPL
2024-04-24,165.540232667877,168.00535583496094,48251800,AAPL
2024-04-25,168.51229295621184,168.87013244628906,50558300,AAPL
2024-04-26,168.86016554035234,168.2836456298828,44838400,AAPL
2024-04-29,172.3292258757486,172.4584503173828,68169400,AAPL
2024-04-30,172.28947031289857,169.30747985839844,65934800,AAPL
2024-05-01,168.56196349463553,168.2836456298828,50383100,AAPL
2024-05-02,171.4743893691613,171.99127197265625,94214900,AAPL
2024-05-03,185.5295340759363,182.2791748046875,163224100,AAPL
2024-05-06,181.25534382134734,180.6191864013672,78569700,AAPL
2024-05-07,182.34872294128857,181.30502319335938,77305800,AAPL
2024-05-08,181.75234564063675,181.64300537109375,45057100,AAPL
2024-05-09,181.46407733528633,183.46202087402344,48983000,AAPL
2024-05-10,184.039301056681,182.1979217529297,50759500,AAPL
2024-05-13,184.57680131825043,185.4128875732422,72044800,AAPL
2024-05-14,186.63713980034996,186.55751037597656,52393600,AAPL
2024-05-15,187.03531124896162,188.83688354492188,70400000,AAPL
2024-05-16,189.58338637309936,188.95631408691406,52845200,AAPL
2024-05-17,188.62783545187153,188.9861602783203,41282900,AAPL
2024-05-20,188.44869465688268,190.15072631835938,44361300,AAPL
2024-05-21,190.20049107683238,191.4546356201172,42309400,AAPL
2024-05-22,191.37500087150013,190.01136779785156,34648500,AAPL
2024-05-23,190.09099161364105,186.0100860595703,51005900,AAPL
2024-05-24,187.94106857836448,189.0956573486328,36294600,AAPL
2024-05-28,190.61853495727325,189.10562133789062,52280100,AAPL
2024-05-29,188.7273931739324,189.4042205810547,53068000,AAPL
2024-05-30,189.8720349370489,190.39956665039062,49947900,AAPL
2024-05-31,190.5488754083416,191.3551025390625,75158300,AAPL
2024-06-03,192.00207093054578,193.12681579589844,50080500,AAPL
2024-06-04,193.73397115741048,193.44532775878906,47471400,AAPL
2024-06-05,194.49042328995185,194.95823669433594,54156800,AAPL
2024-06-06,194.77908126144504,193.57470703125,41181800,AAPL
2024-06-07,193.7439169991778,195.97349548339844,53103900,AAPL
2024-06-10,195.98344204153506,192.22103881835938,97262100,AAPL
2024-06-11,192.74857122232135,206.18572998046875,172373300,AAPL
2024-06-12,206.40472171133436,212.0782012939453,198134300,AAPL
2024-06-13,213.74040935969603,213.24273681640625,97862700,AAPL
2024-06-14,212.8545395919822,211.50086975097656,70122700,AAPL
2024-06-17,212.37678083551464,215.6614227294922,93728300,AAPL
2024-06-18,216.5771221156608,213.29248046875,79943300,AAPL
2024-06-20,212.93418113045576,208.70396423339844,86172500,AAPL
2024-06-21,209.41064929966387,206.52415466308594,246421400,AAPL
2024-06-24,206.75308420226276,207.17112731933594,80727000,AAPL
2024-06-25,208.1764159984445,208.0968017578125,56713900,AAPL
2024-06-26,210.51548557795786,212.25733947753906,66213200,AAPL
2024-06-27,213.69064352295018,213.1033935546875,49772700,AAPL
2024-06-28,214.76560832661605,209.6395721435547,82542700,AAPL
